,1,1l,1r,1s,2,2l,2r,2s,3,3l,3r,3s,4,4l,4r,4s,id
266,5,2,1,2,3,1,1,1,6,2,1,3,4,2,1,1,rssll_rsl_rsssll_rsll
267,5,2,2,1,3,1,1,1,6,2,1,3,5,2,1,2,rrsll_rsl_rsssll_rssll
268,5,2,1,2,3,1,1,1,6,1,1,4,6,2,2,2,rssll_rsl_rssssl_rrssll
269,5,1,2,2,3,1,1,1,6,1,2,3,7,3,2,2,rrssl_rsl_rrsssl_rrsslll
270,5,3,1,1,3,1,1,1,7,2,2,3,3,1,1,1,rslll_rsl_rrsssll_rsl
271,5,2,2,1,3,1,1,1,7,1,1,5,4,2,1,1,rrsll_rsl_rsssssl_rsll
272,5,2,1,2,3,1,1,1,7,1,2,4,5,2,2,1,rssll_rsl_rrssssl_rrsll
273,5,2,2,1,3,1,1,1,7,1,2,4,6,3,1,2,rrsll_rsl_rrssssl_rsslll
274,5,1,1,3,3,1,1,1,7,2,2,3,7,3,2,2,rsssl_rsl_rrsssll_rrsslll
275,5,2,1,2,4,1,1,2,3,1,1,1,3,1,1,1,rssll_rssl_rsl_rsl
276,5,3,1,1,4,2,1,1,3,1,1,1,4,1,1,2,rslll_rsll_rsl_rssl
277,5,2,1,2,4,1,1,2,3,1,1,1,5,2,1,2,rssll_rssl_rsl_rssll
278,5,1,1,3,4,1,1,2,3,1,1,1,6,1,1,4,rsssl_rssl_rsl_rssssl
279,5,3,1,1,4,1,1,2,3,1,1,1,7,1,2,4,rslll_rssl_rsl_rrssssl
280,5,2,1,2,4,1,1,2,4,2,1,1,3,1,1,1,rssll_rssl_rsll_rsl
281,5,3,1,1,4,2,1,1,4,2,1,1,4,2,1,1,rslll_rsll_rsll_rsll
282,5,3,1,1,4,2,1,1,4,1,2,1,5,1,1,3,rslll_rsll_rrsl_rsssl
283,5,3,1,1,4,2,1,1,4,1,1,2,6,1,2,3,rslll_rsll_rssl_rrsssl
284,5,2,2,1,4,2,1,1,4,2,1,1,7,3,2,2,rrsll_rsll_rsll_rrsslll
285,5,2,2,1,4,2,1,1,5,1,1,3,3,1,1,1,rrsll_rsll_rsssl_rsl
286,5,2,1,2,4,1,2,1,5,1,1,3,4,1,2,1,rssll_rrsl_rsssl_rrsl
287,5,2,2,1,4,1,1,2,5,3,1,1,5,2,2,1,rrsll_rssl_rslll_rrsll
288,5,1,1,3,4,1,2,1,5,1,2,2,6,1,2,3,rsssl_rrsl_rrssl_rrsssl
289,5,2,2,1,4,2,1,1,5,1,2,2,7,3,1,3,rrsll_rsll_rrssl_rssslll
290,5,2,2,1,4,1,1,2,6,2,1,3,3,1,1,1,rrsll_rssl_rsssll_rsl
291,5,1,2,2,4,2,1,1,6,2,2,2,4,1,2,1,rrssl_rsll_rrssll_rrsl
292,5,1,2,2,4,1,2,1,6,1,2,3,5,2,1,2,rrssl_rrsl_rrsssl_rssll
293,5,3,1,1,4,1,1,2,6,2,1,3,6,2,1,3,rslll_rssl_rsssll_rsssll
294,5,2,1,2,4,2,1,1,6,2,1,3,7,1,2,4,rssll_rsll_rsssll_rrssssl
295,5,1,2,2,4,2,1,1,7,1,2,4,3,1,1,1,rrssl_rsll_rrssssl_rsl
296,5,2,2,1,4,1,2,1,7,3,1,3,4,1,2,1,rrsll_rrsl_rssslll_rrsl
297,5,2,2,1,4,1,2,1,7,2,1,4,5,1,2,2,rrsll_rrsl_rssssll_rrssl
298,5,1,2,2,4,2,1,1,7,1,1,5,6,1,1,4,rrssl_rsll_rsssssl_rssssl
299,5,2,2,1,4,2,1,1,7,1,2,4,7,3,1,3,rrsll_rsll_rrssssl_rssslll
300,5,2,2,1,5,3,1,1,3,1,1,1,3,1,1,1,rrsll_rslll_rsl_rsl
301,5,2,1,2,5,2,2,1,3,1,1,1,4,1,2,1,rssll_rrsll_rsl_rrsl
302,5,1,1,3,5,2,1,2,3,1,1,1,5,1,1,3,rsssl_rssll_rsl_rsssl
303,5,1,1,3,5,2,2,1,3,1,1,1,6,3,1,2,rsssl_rrsll_rsl_rsslll
304,5,1,1,3,5,1,2,2,3,1,1,1,7,2,2,3,rsssl_rrssl_rsl_rrsssll
305,5,2,2,1,5,3,1,1,4,1,2,1,3,1,1,1,rrsll_rslll_rrsl_rsl
306,5,3,1,1,5,2,2,1,4,1,1,2,4,1,2,1,rslll_rrsll_rssl_rrsl
307,5,3,1,1,5,2,2,1,4,1,1,2,5,2,2,1,rslll_rrsll_rssl_rrsll
308,5,3,1,1,5,3,1,1,4,1,1,2,6,1,2,3,rslll_rslll_rssl_rrsssl
309,5,3,1,1,5,1,1,3,4,1,2,1,7,1,2,4,rslll_rsssl_rrsl_rrssssl
310,5,1,2,2,5,1,1,3,5,2,1,2,3,1,1,1,rrssl_rsssl_rssll_rsl
311,5,2,2,1,5,1,1,3,5,2,1,2,4,2,1,1,rrsll_rsssl_rssll_rsll
312,5,1,2,2,5,1,1,3,5,2,1,2,5,1,2,2,rrssl_rsssl_rssll_rrssl
313,5,1,2,2,5,1,1,3,5,2,1,2,6,2,1,3,rrssl_rsssl_rssll_rsssll
314,5,1,1,3,5,3,1,1,5,1,2,2,7,3,1,3,rsssl_rslll_rrssl_rssslll
315,5,1,2,2,5,2,1,2,6,1,1,4,3,1,1,1,rrssl_rssll_rssssl_rsl
316,5,1,1,3,5,1,1,3,6,1,1,4,4,1,1,2,rsssl_rsssl_rssssl_rssl
317,5,2,2,1,5,1,2,2,6,3,2,1,5,2,1,2,rrsll_rrssl_rrslll_rssll
318,5,3,1,1,5,2,1,2,6,2,2,2,6,3,1,2,rslll_rssll_rrssll_rsslll
319,5,2,2,1,5,2,1,2,6,1,1,4,7,3,1,3,rrsll_rssll_rssssl_rssslll
320,5,2,2,1,5,1,1,3,7,1,2,4,3,1,1,1,rrsll_rsssl_rrssssl_rsl
321,5,3,1,1,5,1,2,2,7,3,2,2,4,1,1,2,rslll_rrssl_rrsslll_rssl
322,5,2,1,2,5,1,2,2,7,2,1,4,5,3,1,1,rssll_rrssl_rssssll_rslll
323,5,2,1,2,5,1,2,2,7,3,1,3,6,2,2,2,rssll_rrssl_rssslll_rrssll
324,5,1,2,2,5,1,2,2,7,3,2,2,7,3,2,2,rrssl_rrssl_rrsslll_rrsslll
325,5,1,1,3,6,1,1,4,3,1,1,1,3,1,1,1,rsssl_rssssl_rsl_rsl
326,5,2,2,1,6,1,2,3,3,1,1,1,4,1,1,2,rrsll_rrsssl_rsl_rssl
327,5,1,2,2,6,2,2,2,3,1,1,1,5,1,1,3,rrssl_rrssll_rsl_rsssl
328,5,2,1,2,6,1,2,3,3,1,1,1,6,2,1,3,rssll_rrsssl_rsl_rsssll
329,5,3,1,1,6,2,2,2,3,1,1,1,7,1,2,4,rslll_rrssll_rsl_rrssssl
330,5,1,2,2,6,3,2,1,4,1,1,2,3,1,1,1,rrssl_rrslll_rssl_rsl
331,5,3,1,1,6,2,2,2,4,1,1,2,4,1,2,1,rslll_rrssll_rssl_rrsl
332,5,1,2,2,6,2,1,3,4,2,1,1,5,1,1,3,rrssl_rsssll_rsll_rsssl
333,5,1,2,2,6,2,1,3,4,1,2,1,6,2,1,3,rrssl_rsssll_rrsl_rsssll
334,5,1,1,3,6,1,2,3,4,1,2,1,7,3,2,2,rsssl_rrsssl_rrsl_rrsslll
335,5,3,1,1,6,1,2,3,5,2,1,2,3,1,1,1,rslll_rrsssl_rssll_rsl
336,5,1,1,3,6,2,1,3,5,2,2,1,4,2,1,1,rsssl_rsssll_rrsll_rsll
337,5,1,2,2,6,3,2,1,5,2,1,2,5,2,2,1,rrssl_rrslll_rssll_rrsll
338,5,1,2,2,6,1,2,3,5,3,1,1,6,2,1,3,rrssl_rrsssl_rslll_rsssll
339,5,2,1,2,6,3,2,1,5,3,1,1,7,3,2,2,rssll_rrslll_rslll_rrsslll
340,5,2,2,1,6,1,1,4,6,1,1,4,3,1,1,1,rrsll_rssssl_rssssl_rsl
341,5,1,1,3,6,2,2,2,6,1,1,4,4,2,1,1,rsssl_rrssll_rssssl_rsll
342,5,1,1,3,6,3,1,2,6,3,2,1,5,3,1,1,rsssl_rsslll_rrslll_rslll
343,5,1,1,3,6,2,1,3,6,3,2,1,6,3,2,1,rsssl_rsssll_rrslll_rrslll
344,5,2,2,1,6,1,2,3,6,1,2,3,7,1,2,4,rrsll_rrsssl_rrsssl_rrssssl
345,5,2,2,1,6,1,2,3,7,3,1,3,3,1,1,1,rrsll_rrsssl_rssslll_rsl
346,5,1,1,3,6,2,2,2,7,2,1,4,4,1,2,1,rsssl_rrssll_rssssll_rrsl
347,5,1,1,3,6,1,1,4,7,3,1,3,5,2,2,1,rsssl_rssssl_rssslll_rrsll
348,5,2,2,1,6,2,2,2,7,2,1,4,6,3,1,2,rrsll_rrssll_rssssll_rsslll
349,5,3,1,1,6,2,2,2,7,1,1,5,7,1,1,5,rslll_rrssll_rsssssl_rsssssl
350,5,3,1,1,7,3,1,3,3,1,1,1,3,1,1,1,rslll_rssslll_rsl_rsl
351,5,1,2,2,7,3,2,2,3,1,1,1,4,1,1,2,rrssl_rrsslll_rsl_rssl
352,5,3,1,1,7,1,1,5,3,1,1,1,5,2,1,2,rslll_rsssssl_rsl_rssll
353,5,1,1,3,7,3,2,2,3,1,1,1,6,2,2,2,rsssl_rrsslll_rsl_rrssll
354,5,2,1,2,7,3,2,2,3,1,1,1,7,2,2,3,rssll_rrsslll_rsl_rrsssll
355,5,3,1,1,7,2,1,4,4,2,1,1,3,1,1,1,rslll_rssssll_rsll_rsl
356,5,2,2,1,7,1,2,4,4,1,2,1,4,1,2,1,rrsll_rrssssl_rrsl_rrsl
357,5,3,1,1,7,1,2,4,4,1,2,1,5,3,1,1,rslll_rrssssl_rrsl_rslll
358,5,1,2,2,7,1,2,4,4,1,2,1,6,1,2,3,rrssl_rrssssl_rrsl_rrsssl
359,5,2,2,1,7,2,1,4,4,1,1,2,7,2,2,3,rrsll_rssssll_rssl_rrsssll
360,5,3,1,1,7,3,1,3,5,1,2,2,3,1,1,1,rslll_rssslll_rrssl_rsl
361,5,1,1,3,7,2,1,4,5,1,1,3,4,1,1,2,rsssl_rssssll_rsssl_rssl
362,5,1,1,3,7,1,1,5,5,1,2,2,5,2,2,1,rsssl_rsssssl_rrssl_rrsll
363,5,2,1,2,7,3,2,2,5,1,2,2,6,2,1,3,rssll_rrsslll_rrssl_rsssll
364,5,3,1,1,7,1,2,4,5,1,2,2,7,2,1,4,rslll_rrssssl_rrssl_rssssll
365,5,1,2,2,7,3,1,3,6,1,1,4,3,1,1,1,rrssl_rssslll_rssssl_rsl
366,5,2,1,2,7,1,2,4,6,3,2,1,4,1,2,1,rssll_rrssssl_rrslll_rrsl
367,5,2,1,2,7,3,2,2,6,2,2,2,5,2,1,2,rssll_rrsslll_rrssll_rssll
368,5,1,1,3,7,1,2,4,6,2,1,3,6,3,2,1,rsssl_rrssssl_rsssll_rrslll
369,5,1,2,2,7,3,1,3,6,2,2,2,7,3,1,3,rrssl_rssslll_rrssll_rssslll
370,5,1,2,2,7,1,1,5,7,3,1,3,3,1,1,1,rrssl_rsssssl_rssslll_rsl
371,5,3,1,1,7,3,2,2,7,2,2,3,4,1,1,2,rslll_rrsslll_rrsssll_rssl
372,5,1,2,2,7,3,2,2,7,1,1,5,5,2,2,1,rrssl_rrsslll_rsssssl_rrsll
373,5,1,2,2,7,1,1,5,7,1,2,4,6,3,1,2,rrssl_rsssssl_rrssssl_rsslll
374,5,2,1,2,7,1,1,5,7,3,1,3,7,2,1,4,rssll_rsssssl_rssslll_rssssll
375,6,1,2,3,3,1,1,1,3,1,1,1,3,1,1,1,rrsssl_rsl_rsl_rsl
376,6,2,2,2,3,1,1,1,3,1,1,1,4,1,1,2,rrssll_rsl_rsl_rssl
